node_id,label,node_type,total_count
per::john mcguire,John Mcguire,per,8
per::johnkasi,Johnkasi,per,8
per::juan merch,Juan Merch,per,8
per::judge barrett,Judge Barrett,per,8
per::junior,Junior,per,8
per::justice kavanaugh,Justice Kavanaugh,per,8
per::kelly tshibaka,Kelly Tshibaka,per,8
per::king,King,per,8
per::kins,Kins,per,8
per::la harris,La Harris,per,8
per::larry hogan,Larry Hogan,per,8
per::lee zeld,Lee Zeld,per,8
per::leo,Leo,per,8
per::man,Man,per,8
per::mar,Mar,per,8
per::marc,Marc,per,8
per::mariano rivera,Mariano Rivera,per,8
per::marjorie taylor greene,Marjorie Taylor Greene,per,8
per::mark burns,Mark Burns,per,8
per::mark milley,Mark Milley,per,8
per::martha mcsally,Martha Mcsally,per,8
per::michael jackson,Michael Jackson,per,8
per::michael jordan,Michael Jordan,per,8
per::michael moore,Michael Moore,per,8
per::michael waltz,Michael Waltz,per,8
per::mike ditka,Mike Ditka,per,8
per::miranda,Miranda,per,8
per::nixon,Nixon,per,8
per::op,Op,per,8
per::ove,Ove,per,8
per::patton,Patton,per,8
per::peter baker,Peter Baker,per,8
per::ph,Ph,per,8
per::ps,Ps,per,8
per::rachel morin,Rachel Morin,per,8
per::ray kelly,Ray Kelly,per,8
per::richard burr,Richard Burr,per,8
per::rob schmitt,Rob Schmitt,per,8
per::rory,Rory,per,8
per::rosenstein,Rosenstein,per,8
per::russ,Russ,per,8
per::russell fry,Russell Fry,per,8
per::sam brown,Sam Brown,per,8
per::sara,Sara,per,8
per::sarahpali,Sarahpali,per,8
per::sean parnell,Sean Parnell,per,8
per::stacey abrams,Stacey Abrams,per,8
per::stephen moore,Stephen Moore,per,8
per::steve witkoff,Steve Witkoff,per,8
per::stuart stevens,Stuart Stevens,per,8
per::stuart varney,Stuart Varney,per,8
per::tate reeves,Tate Reeves,per,8
per::thomas,Thomas,per,8
per::thomas jefferson,Thomas Jefferson,per,8
per::tomfitt,Tomfitt,per,8
per::tour,Tour,per,8
per::troy nehls,Troy Nehls,per,8
per::tyler,Tyler,per,8
per::wilson,Wilson,per,8
per::zo abe,Zo Abe,per,8
per::…,…,per,8
