edge_id,source,target,total_count
per::putin|topic::elections_campaigns,per::putin,topic::elections_campaigns,8
per::p|topic::immigration_border,per::p,topic::immigration_border,8
per::rachel|topic::media_communications,per::rachel,topic::media_communications,8
per::ramaswamy|topic::media_communications,per::ramaswamy,topic::media_communications,8
per::randy fine|topic::defense_military_veterans,per::randy fine,topic::defense_military_veterans,8
per::ra|topic::elections_campaigns,per::ra,topic::elections_campaigns,8
per::reid hoffman|per::trump,per::reid hoffman,per::trump,8
per::rep|topic::congress_governance,per::rep,topic::congress_governance,8
per::re|topic::media_communications,per::re,topic::media_communications,8
per::ri lake|topic::elections_campaigns,per::ri lake,topic::elections_campaigns,8
per::rob|topic::elections_campaigns,per::rob,topic::elections_campaigns,8
per::rro|topic::congress_governance,per::rro,topic::congress_governance,8
per::rsen|topic::media_communications,per::rsen,topic::media_communications,8
per::rupert murdoch|topic::elections_campaigns,per::rupert murdoch,topic::elections_campaigns,8
per::sad|topic::foreign_policy_diplomacy,per::sad,topic::foreign_policy_diplomacy,8
per::sally yates|topic::media_communications,per::sally yates,topic::media_communications,8
per::sche|topic::media_communications,per::sche,topic::media_communications,8
per::schum|topic::elections_campaigns,per::schum,topic::elections_campaigns,8
per::scott walker|topic::media_communications,per::scott walker,topic::media_communications,8
per::scott|topic::energy_environment,per::scott,topic::energy_environment,8
per::seth|topic::media_communications,per::seth,topic::media_communications,8
per::shawn|topic::media_communications,per::shawn,topic::media_communications,8
per::she|topic::law_justice_crime,per::she,topic::law_justice_crime,8
per::shin|per::zo abe,per::shin,per::zo abe,8
per::snow|topic::law_justice_crime,per::snow,topic::law_justice_crime,8
per::son dechambeau|topic::media_communications,per::son dechambeau,topic::media_communications,8
per::sondl|topic::foreign_policy_diplomacy,per::sondl,topic::foreign_policy_diplomacy,8
per::storm|topic::media_communications,per::storm,topic::media_communications,8
per::thomas a. edison|topic::health_public_health,per::thomas a. edison,topic::health_public_health,8
per::thomas|topic::media_communications,per::thomas,topic::media_communications,8
per::tim cook|topic::media_communications,per::tim cook,topic::media_communications,8
per::tim scott|topic::elections_campaigns,per::tim scott,topic::elections_campaigns,8
per::timmurt|topic::media_communications,per::timmurt,topic::media_communications,8
per::tom homan|per::trump,per::tom homan,per::trump,8
per::tony|topic::media_communications,per::tony,topic::media_communications,8
per::tour|topic::media_communications,per::tour,topic::media_communications,8
per::trace|topic::endorsements_appointments,per::trace,topic::endorsements_appointments,8
per::tt romney|topic::endorsements_appointments,per::tt romney,topic::endorsements_appointments,8
per::t|topic::congress_governance,per::t,topic::congress_governance,8
per::vindman|topic::media_communications,per::vindman,topic::media_communications,8
per::vol|topic::foreign_policy_diplomacy,per::vol,topic::foreign_policy_diplomacy,8
per::vol|topic::media_communications,per::vol,topic::media_communications,8
per::v|topic::defense_military_veterans,per::v,topic::defense_military_veterans,8
per::v|topic::foreign_policy_diplomacy,per::v,topic::foreign_policy_diplomacy,8
per::wade|topic::law_justice_crime,per::wade,topic::law_justice_crime,8
per::warren|topic::congress_governance,per::warren,topic::congress_governance,8
per::warren|topic::elections_campaigns,per::warren,topic::elections_campaigns,8
per::wheeler|topic::media_communications,per::wheeler,topic::media_communications,8
per::williams|topic::media_communications,per::williams,topic::media_communications,8
per::wright|topic::media_communications,per::wright,topic::media_communications,8
per::w|topic::congress_governance,per::w,topic::congress_governance,8
per::”|topic::congress_governance,per::”,topic::congress_governance,8
hashtag::agenda47|topic::health_public_health,hashtag::agenda47,topic::health_public_health,7
hashtag::americafirst|org::americaf,hashtag::americafirst,org::americaf,7
hashtag::americafirst|topic::endorsements_appointments,hashtag::americafirst,topic::endorsements_appointments,7
hashtag::america|topic::elections_campaigns,hashtag::america,topic::elections_campaigns,7
hashtag::apprentice|mention::realdonaldtrump,hashtag::apprentice,mention::realdonaldtrump,7
hashtag::bigleaguetruth|mention::realdonaldtrump,hashtag::bigleaguetruth,mention::realdonaldtrump,7
hashtag::bigleaguetruth|topic::law_justice_crime,hashtag::bigleaguetruth,topic::law_justice_crime,7
hashtag::caucusfortrump|topic::elections_campaigns,hashtag::caucusfortrump,topic::elections_campaigns,7
hashtag::celebapprentice|mention::dennisrodman,hashtag::celebapprentice,mention::dennisrodman,7
hashtag::celebapprentice|mention::donaldjtrumpjr,hashtag::celebapprentice,mention::donaldjtrumpjr,7
hashtag::celebapprentice|mention::nbc,hashtag::celebapprentice,mention::nbc,7
hashtag::celebapprentice|mention::trumptowerny,hashtag::celebapprentice,mention::trumptowerny,7
hashtag::celebapprentice|org::a,hashtag::celebapprentice,org::a,7
hashtag::celebapprentice|per::trump,hashtag::celebapprentice,per::trump,7
hashtag::celebrityapprentice|mention::kenyamoore,hashtag::celebrityapprentice,mention::kenyamoore,7
hashtag::covfefe|topic::media_communications,hashtag::covfefe,topic::media_communications,7
hashtag::covid|topic::health_public_health,hashtag::covid,topic::health_public_health,7
hashtag::debates2016|mention::hillaryclinton,hashtag::debates2016,mention::hillaryclinton,7
hashtag::debate|hashtag::draintheswamp,hashtag::debate,hashtag::draintheswamp,7
hashtag::debate|mention::hillaryclinton,hashtag::debate,mention::hillaryclinton,7
hashtag::electionday|topic::elections_campaigns,hashtag::electionday,topic::elections_campaigns,7
hashtag::fitn|loc::iowa,hashtag::fitn,loc::iowa,7
hashtag::flashbackfriday|topic::media_communications,hashtag::flashbackfriday,topic::media_communications,7
hashtag::freeourmarine|topic::immigration_border,hashtag::freeourmarine,topic::immigration_border,7
hashtag::freeourmarine|topic::law_justice_crime,hashtag::freeourmarine,topic::law_justice_crime,7
hashtag::gop|per::trump,hashtag::gop,per::trump,7
hashtag::hannity|per::han,hashtag::hannity,per::han,7
hashtag::impeachment|mention::gopoversight,hashtag::impeachment,mention::gopoversight,7
hashtag::isis|topic::media_communications,hashtag::isis,topic::media_communications,7
hashtag::jobsnotmobs|topic::elections_campaigns,hashtag::jobsnotmobs,topic::elections_campaigns,7
hashtag::maga|hashtag::saveamerica,hashtag::maga,hashtag::saveamerica,7
hashtag::maga|loc::green bay,hashtag::maga,loc::green bay,7
hashtag::maga|loc::usa,hashtag::maga,loc::usa,7
hashtag::maga|mention::mike_pence,hashtag::maga,mention::mike_pence,7
hashtag::maga|mention::teamtrump,hashtag::maga,mention::teamtrump,7
hashtag::maga|org::military,hashtag::maga,org::military,7
hashtag::maga|per::iden,hashtag::maga,per::iden,7
hashtag::makeamericagreatagain|hashtag::supertuesday,hashtag::makeamericagreatagain,hashtag::supertuesday,7
hashtag::ndaa|topic::media_communications,hashtag::ndaa,topic::media_communications,7
hashtag::neverforget|topic::media_communications,hashtag::neverforget,topic::media_communications,7
hashtag::paycheckprotectionprogram|topic::congress_governance,hashtag::paycheckprotectionprogram,topic::congress_governance,7
hashtag::pelositantrum|topic::media_communications,hashtag::pelositantrum,topic::media_communications,7
hashtag::potus|mention::realdonaldtrump,hashtag::potus,mention::realdonaldtrump,7
hashtag::potus|per::trump,hashtag::potus,per::trump,7
hashtag::rnc2020|mention::teamtrump,hashtag::rnc2020,mention::teamtrump,7
hashtag::saveamerica|hashtag::truth,hashtag::saveamerica,hashtag::truth,7
hashtag::smallbiz|topic::media_communications,hashtag::smallbiz,topic::media_communications,7
hashtag::superbowl|topic::media_communications,hashtag::superbowl,topic::media_communications,7
hashtag::supertuesday|hashtag::trump2016,hashtag::supertuesday,hashtag::trump2016,7
hashtag::tcot|topic::elections_campaigns,hashtag::tcot,topic::elections_campaigns,7
hashtag::theartofthedeal|topic::media_communications,hashtag::theartofthedeal,topic::media_communications,7
hashtag::timetogettough|loc::trump tower,hashtag::timetogettough,loc::trump tower,7
hashtag::timetogettough|topic::congress_governance,hashtag::timetogettough,topic::congress_governance,7
hashtag::trump2016https|org::g,hashtag::trump2016https,org::g,7
hashtag::trump2016|loc::california,hashtag::trump2016,loc::california,7
hashtag::trump2016|loc::nevada,hashtag::trump2016,loc::nevada,7
hashtag::trump2016|loc::new york,hashtag::trump2016,loc::new york,7
hashtag::trump2016|loc::pennsylvania,hashtag::trump2016,loc::pennsylvania,7
hashtag::trump2016|loc::white house,hashtag::trump2016,loc::white house,7
hashtag::trump2016|mention::foxandfriends,hashtag::trump2016,mention::foxandfriends,7
hashtag::trump2016|per::donald,hashtag::trump2016,per::donald,7
hashtag::trump2016|topic::defense_military_veterans,hashtag::trump2016,topic::defense_military_veterans,7
hashtag::trump2024|hashtag::trumptruths,hashtag::trump2024,hashtag::trumptruths,7
hashtag::trump2024|hashtag::trumpwon,hashtag::trump2024,hashtag::trumpwon,7
hashtag::trump4prez|topic::elections_campaigns,hashtag::trump4prez,topic::elections_campaigns,7
hashtag::trumptrain|org::trumpt,hashtag::trumptrain,org::trumpt,7
hashtag::trumptuesday|org::s,hashtag::trumptuesday,org::s,7
hashtag::trumpvlog|mention::barackobama,hashtag::trumpvlog,mention::barackobama,7
hashtag::trump|hashtag::trump2016,hashtag::trump,hashtag::trump2016,7
hashtag::trump|hashtag::usa,hashtag::trump,hashtag::usa,7
hashtag::tx13|per::ron,hashtag::tx13,per::ron,7
hashtag::usmca|mention::vp,hashtag::usmca,mention::vp,7
hashtag::usmca|org::congress,hashtag::usmca,org::congress,7
hashtag::votetrumpsc|topic::elections_campaigns,hashtag::votetrumpsc,topic::elections_campaigns,7
hashtag::vpdebate|topic::foreign_policy_diplomacy,hashtag::vpdebate,topic::foreign_policy_diplomacy,7
hashtag::weeklyaddress|topic::health_public_health,hashtag::weeklyaddress,topic::health_public_health,7
hashtag::wgdp|mention::ivankatrump,hashtag::wgdp,mention::ivankatrump,7
hashtag::wgdp|topic::media_communications,hashtag::wgdp,topic::media_communications,7
loc::aberdeenshire|topic::energy_environment,loc::aberdeenshire,topic::energy_environment,7
loc::afghanistan|loc::china,loc::afghanistan,loc::china,7
loc::alabama|mention::ttuberville,loc::alabama,mention::ttuberville,7
loc::alabama|per::tommy tuberville,loc::alabama,per::tommy tuberville,7
loc::alaska|per::kelly tshibaka,loc::alaska,per::kelly tshibaka,7
loc::alaska|topic::health_public_health,loc::alaska,topic::health_public_health,7
loc::allentown|loc::pennsylvania,loc::allentown,loc::pennsylvania,7
loc::america|loc::border,loc::america,loc::border,7
loc::america|loc::kentucky,loc::america,loc::kentucky,7
loc::america|loc::ohio,loc::america,loc::ohio,7
loc::america|loc::venezuela,loc::america,loc::venezuela,7
loc::america|mention::realamericasvoice,loc::america,mention::realamericasvoice,7
loc::america|org::c,loc::america,org::c,7
loc::america|org::fake news media,loc::america,org::fake news media,7
loc::america|org::makea,loc::america,org::makea,7
loc::america|org::me,loc::america,org::me,7
loc::america|org::state department,loc::america,org::state department,7
loc::america|org::treasury,loc::america,org::treasury,7
loc::america|per::d,loc::america,per::d,7
loc::america|per::donald j,loc::america,per::donald j,7
loc::america|per::harris,loc::america,per::harris,7
loc::america|per::kamala,loc::america,per::kamala,7
loc::america|per::pen,loc::america,per::pen,7
loc::america|per::putin,loc::america,per::putin,7
loc::americ|loc::america,loc::americ,loc::america,7
loc::americ|loc::united states,loc::americ,loc::united states,7
loc::am|loc::america,loc::am,loc::america,7
loc::am|loc::usa,loc::am,loc::usa,7
loc::argentina|topic::media_communications,loc::argentina,topic::media_communications,7
loc::arizona|loc::wisconsin,loc::arizona,loc::wisconsin,7
loc::arizona|mention::dougducey,loc::arizona,mention::dougducey,7
loc::arizona|per::ri,loc::arizona,per::ri,7
loc::ar|topic::elections_campaigns,loc::ar,topic::elections_campaigns,7
loc::ar|topic::media_communications,loc::ar,topic::media_communications,7
loc::asia|loc::china,loc::asia,loc::china,7
loc::australia|mention::realdonaldtrump,loc::australia,mention::realdonaldtrump,7
loc::australia|topic::health_public_health,loc::australia,topic::health_public_health,7
loc::a|loc::america,loc::a,loc::america,7
loc::a|per::joe biden,loc::a,per::joe biden,7
loc::bahamas|topic::media_communications,loc::bahamas,topic::media_communications,7
loc::bahrain|topic::media_communications,loc::bahrain,topic::media_communications,7
loc::bedminster|topic::health_public_health,loc::bedminster,topic::health_public_health,7
loc::border|loc::country,loc::border,loc::country,7
loc::border|per::joe biden,loc::border,per::joe biden,7
loc::border|per::trump,loc::border,per::trump,7
loc::border|topic::foreign_policy_diplomacy,loc::border,topic::foreign_policy_diplomacy,7
loc::border|topic::health_public_health,loc::border,topic::health_public_health,7
loc::brand|mention::apprenticenbc,loc::brand,mention::apprenticenbc,7
loc::butler|loc::pa,loc::butler,loc::pa,7
loc::butler|topic::health_public_health,loc::butler,topic::health_public_health,7
loc::california|per::kamala harris,loc::california,per::kamala harris,7
loc::canada|per::trump,loc::canada,per::trump,7
loc::ca|topic::law_justice_crime,loc::ca,topic::law_justice_crime,7
loc::charleston|topic::media_communications,loc::charleston,topic::media_communications,7
loc::chicago|loc::new york,loc::chicago,loc::new york,7
loc::chicago|loc::trump tower,loc::chicago,loc::trump tower,7
loc::chinatown|loc::d. c,loc::chinatown,loc::d. c,7
loc::chinatown|per::joe biden,loc::chinatown,per::joe biden,7
loc::china|loc::country,loc::china,loc::country,7
loc::china|loc::germany,loc::china,loc::germany,7
loc::china|loc::michigan,loc::china,loc::michigan,7
loc::china|loc::pennsylvania,loc::china,loc::pennsylvania,7
loc::china|loc::syria,loc::china,loc::syria,7
loc::china|loc::taiwan,loc::china,loc::taiwan,7
loc::china|loc::u. s. a,loc::china,loc::u. s. a,7
loc::china|mention::gopchairwoman,loc::china,mention::gopchairwoman,7
loc::china|org::ethanol,loc::china,org::ethanol,7
loc::china|per::barackobama,loc::china,per::barackobama,7
loc::china|per::kim jong un,loc::china,per::kim jong un,7
loc::china|per::xi jinping,loc::china,per::xi jinping,7
loc::china|topic::defense_military_veterans,loc::china,topic::defense_military_veterans,7
loc::cincinnati|topic::health_public_health,loc::cincinnati,topic::health_public_health,7
loc::columbus|loc::ohio,loc::columbus,loc::ohio,7
loc::country|loc::north carolina,loc::country,loc::north carolina,7
loc::country|org::military,loc::country,org::military,7
loc::country|org::supreme court,loc::country,org::supreme court,7
loc::country|per::kamal,loc::country,per::kamal,7
loc::crimea|loc::ukraine,loc::crimea,loc::ukraine,7
loc::crimea|per::obama,loc::crimea,per::obama,7
loc::cuba|loc::venezuela,loc::cuba,loc::venezuela,7
loc::d. c|loc::united states,loc::d. c,loc::united states,7
loc::d. c|mention::realdonaldtrump,loc::d. c,mention::realdonaldtrump,7
loc::d. c|org::congress,loc::d. c,org::congress,7
loc::d. c|org::unselect committee,loc::d. c,org::unselect committee,7
loc::d. c|per::iden,loc::d. c,per::iden,7
loc::dallas|topic::law_justice_crime,loc::dallas,topic::law_justice_crime,7
loc::dayton|loc::el paso,loc::dayton,loc::el paso,7
loc::deep state|topic::defense_military_veterans,loc::deep state,topic::defense_military_veterans,7
loc::delaware|topic::elections_campaigns,loc::delaware,topic::elections_campaigns,7
loc::delaware|topic::endorsements_appointments,loc::delaware,topic::endorsements_appointments,7
loc::district|loc::georgia,loc::district,loc::georgia,7
loc::east coast|topic::media_communications,loc::east coast,topic::media_communications,7
loc::el salvador|loc::guatemala,loc::el salvador,loc::guatemala,7
loc::el salvador|loc::honduras,loc::el salvador,loc::honduras,7
loc::england|topic::media_communications,loc::england,topic::media_communications,7
loc::europe|per::iden,loc::europe,per::iden,7
loc::europe|per::joe biden,loc::europe,per::joe biden,7
loc::florida|loc::new hampshire,loc::florida,loc::new hampshire,7
loc::florida|loc::new york state,loc::florida,loc::new york state,7
loc::florida|loc::panhandle,loc::florida,loc::panhandle,7
loc::florida|loc::puerto rico,loc::florida,loc::puerto rico,7
loc::florida|loc::usa,loc::florida,loc::usa,7
loc::florida|loc::washington,loc::florida,loc::washington,7
loc::florida|loc::west palm beach,loc::florida,loc::west palm beach,7
loc::florida|org::fbi,loc::florida,org::fbi,7
loc::florida|org::great people of,loc::florida,org::great people of,7
loc::florida|org::v,loc::florida,org::v,7
loc::florida|per::chris christie,loc::florida,per::chris christie,7
loc::florida|per::let,loc::florida,per::let,7
loc::france|loc::russia,loc::france,loc::russia,7
loc::france|loc::ukraine,loc::france,loc::ukraine,7
loc::france|per::macron,loc::france,per::macron,7
loc::ga|mention::realdonaldtrump,loc::ga,mention::realdonaldtrump,7
loc::ga|per::trump,loc::ga,per::trump,7
loc::ga|topic::elections_campaigns,loc::ga,topic::elections_campaigns,7
loc::georgia|loc::macon,loc::georgia,loc::macon,7
loc::georgia|loc::rome,loc::georgia,loc::rome,7
loc::georgia|loc::washington,loc::georgia,loc::washington,7
loc::georgia|mention::geoffduncanga,loc::georgia,mention::geoffduncanga,7
loc::georgia|mention::newsmax,loc::georgia,mention::newsmax,7
loc::georgia|mention::rsbn,loc::georgia,mention::rsbn,7
loc::georgia|mention::sendavidperdue,loc::georgia,mention::sendavidperdue,7
loc::georgia|org::congress,loc::georgia,org::congress,7
loc::georgia|org::washington post,loc::georgia,org::washington post,7
loc::georgia|per::brad raffensperger,loc::georgia,per::brad raffensperger,7
loc::georgia|per::briank,loc::georgia,per::briank,7
loc::georgia|per::c,loc::georgia,per::c,7
loc::germany|topic::endorsements_appointments,loc::germany,topic::endorsements_appointments,7
loc::great country|loc::united states,loc::great country,loc::united states,7
loc::great state of|topic::law_justice_crime,loc::great state of,topic::law_justice_crime,7
loc::greensboro|topic::media_communications,loc::greensboro,topic::media_communications,7
loc::guatemala|loc::honduras,loc::guatemala,loc::honduras,7
loc::hanoi|topic::media_communications,loc::hanoi,topic::media_communications,7
loc::honduras|loc::mexico,loc::honduras,loc::mexico,7
loc::honduras|loc::u. s,loc::honduras,loc::u. s,7
loc::hong kong|topic::media_communications,loc::hong kong,topic::media_communications,7
loc::hungary|topic::media_communications,loc::hungary,topic::media_communications,7
loc::idaho|topic::defense_military_veterans,loc::idaho,topic::defense_military_veterans,7
loc::illinois|mention::realdonaldtrump,loc::illinois,mention::realdonaldtrump,7
loc::il|topic::law_justice_crime,loc::il,topic::law_justice_crime,7
loc::indiana|org::congress,loc::indiana,org::congress,7
loc::indiana|per::jim,loc::indiana,per::jim,7
loc::indiana|per::mike,loc::indiana,per::mike,7
loc::indiana|per::mike braun,loc::indiana,per::mike braun,7
loc::india|loc::russia,loc::india,loc::russia,7
loc::india|per::trump,loc::india,per::trump,7
loc::in|topic::health_public_health,loc::in,topic::health_public_health,7
loc::in|topic::media_communications,loc::in,topic::media_communications,7
loc::iowa|loc::state,loc::iowa,loc::state,7
loc::iowa|mention::joniernst,loc::iowa,mention::joniernst,7
loc::iowa|org::makea,loc::iowa,org::makea,7
loc::iowa|org::oan,loc::iowa,org::oan,7
loc::iowa|org::usmca,loc::iowa,org::usmca,7
loc::iowa|per::iden,loc::iowa,per::iden,7
loc::iowa|per::obama,loc::iowa,per::obama,7
loc::iran|per::donald trump,loc::iran,per::donald trump,7
loc::iraq|topic::congress_governance,loc::iraq,topic::congress_governance,7
loc::ireland|mention::trump_ireland,loc::ireland,mention::trump_ireland,7
loc::ireland|topic::energy_environment,loc::ireland,topic::energy_environment,7
loc::ireland|topic::health_public_health,loc::ireland,topic::health_public_health,7
loc::israel|loc::white house,loc::israel,loc::white house,7
loc::israel|per::baracko,loc::israel,per::baracko,7
loc::israel|per::donald trump,loc::israel,per::donald trump,7
loc::israel|per::god,loc::israel,per::god,7
loc::israel|topic::defense_military_veterans,loc::israel,topic::defense_military_veterans,7
loc::israel|topic::energy_environment,loc::israel,topic::energy_environment,7
loc::is|org::is,loc::is,org::is,7
loc::is|topic::foreign_policy_diplomacy,loc::is,topic::foreign_policy_diplomacy,7
loc::italy|topic::health_public_health,loc::italy,topic::health_public_health,7
loc::jordan|topic::foreign_policy_diplomacy,loc::jordan,topic::foreign_policy_diplomacy,7
loc::j|mention::realdonaldtrump,loc::j,mention::realdonaldtrump,7
loc::kamal|topic::law_justice_crime,loc::kamal,topic::law_justice_crime,7
loc::kansas|org::congress,loc::kansas,org::congress,7
loc::kansas|topic::energy_environment,loc::kansas,topic::energy_environment,7
loc::kansas|topic::health_public_health,loc::kansas,topic::health_public_health,7
loc::ka|topic::media_communications,loc::ka,topic::media_communications,7
loc::kenosha|topic::law_justice_crime,loc::kenosha,topic::law_justice_crime,7
loc::kosovo|topic::media_communications,loc::kosovo,topic::media_communications,7
loc::las vegas|org::nbc,loc::las vegas,org::nbc,7
loc::lincoln memorial|topic::media_communications,loc::lincoln memorial,topic::media_communications,7
loc::los angeles|org::national guard,loc::los angeles,org::national guard,7
loc::los angeles|topic::endorsements_appointments,loc::los angeles,topic::endorsements_appointments,7
loc::louisiana|topic::immigration_border,loc::louisiana,topic::immigration_border,7
loc::main street|topic::media_communications,loc::main street,topic::media_communications,7
loc::maine|topic::congress_governance,loc::maine,topic::congress_governance,7
loc::manhattan|org::d. a,loc::manhattan,org::d. a,7
loc::manhattan|per::b,loc::manhattan,per::b,7
loc::manhattan|per::iden,loc::manhattan,per::iden,7
loc::mar - a - lago|org::doj,loc::mar - a - lago,org::doj,7
loc::mar - a - lago|topic::health_public_health,loc::mar - a - lago,topic::health_public_health,7
loc::mason city|topic::media_communications,loc::mason city,topic::media_communications,7
loc::mexico|loc::us,loc::mexico,loc::us,7
loc::miami|topic::law_justice_crime,loc::miami,topic::law_justice_crime,7
loc::michigan|loc::usa,loc::michigan,loc::usa,7
loc::michigan|mention::oan,loc::michigan,mention::oan,7
loc::michigan|mention::realamericasvoice,loc::michigan,mention::realamericasvoice,7
loc::michigan|mention::teamtrumppresident,loc::michigan,mention::teamtrumppresident,7
loc::michigan|org::foxnews,loc::michigan,org::foxnews,7
loc::michigan|org::senate,loc::michigan,org::senate,7
loc::middle east|loc::russia,loc::middle east,loc::russia,7
loc::middle east|per::obama,loc::middle east,per::obama,7
loc::minden|topic::media_communications,loc::minden,topic::media_communications,7
loc::minneapolis|topic::defense_military_veterans,loc::minneapolis,topic::defense_military_veterans,7
loc::minnesota|per::michelle,loc::minnesota,per::michelle,7
loc::minnesota|topic::energy_environment,loc::minnesota,topic::energy_environment,7
loc::minnesota|topic::immigration_border,loc::minnesota,topic::immigration_border,7
loc::missouri|org::congress,loc::missouri,org::congress,7
loc::missouri|topic::health_public_health,loc::missouri,topic::health_public_health,7
loc::mi|loc::pa,loc::mi,loc::pa,7
loc::mi|loc::wi,loc::mi,loc::wi,7
loc::montana|per::steve,loc::montana,per::steve,7
loc::m|mention::foxnews,loc::m,mention::foxnews,7
loc::m|topic::elections_campaigns,loc::m,topic::elections_campaigns,7
loc::nation|topic::media_communications,loc::nation,topic::media_communications,7
loc::nevada|mention::rumble,loc::nevada,mention::rumble,7
loc::nevada|topic::immigration_border,loc::nevada,topic::immigration_border,7
loc::new hampshire|per::joe biden,loc::new hampshire,per::joe biden,7
loc::new hampshire|topic::congress_governance,loc::new hampshire,topic::congress_governance,7
loc::new hampshire|topic::defense_military_veterans,loc::new hampshire,topic::defense_military_veterans,7
loc::new jersey|loc::new york,loc::new jersey,loc::new york,7
loc::new jersey|loc::wildwood,loc::new jersey,loc::wildwood,7
loc::new jersey|topic::defense_military_veterans,loc::new jersey,topic::defense_military_veterans,7
loc::new jersey|topic::immigration_border,loc::new jersey,topic::immigration_border,7
loc::new mexico|topic::immigration_border,loc::new mexico,topic::immigration_border,7
loc::new york city|loc::united states,loc::new york city,loc::united states,7
loc::new york city|topic::foreign_policy_diplomacy,loc::new york city,topic::foreign_policy_diplomacy,7
loc::new york state|loc::york,loc::new york state,loc::york,7
loc::new york state|org::appeals court,loc::new york state,org::appeals court,7
loc::new york state|org::late division,loc::new york state,org::late division,7
loc::new york|loc::palm beach,loc::new york,loc::palm beach,7
loc::new york|loc::y,loc::new york,loc::y,7
loc::new york|org::federal government,loc::new york,org::federal government,7
loc::new york|org::me,loc::new york,org::me,7
loc::new york|per::andrew,loc::new york,per::andrew,7
loc::new york|per::co,loc::new york,per::co,7
loc::new york|per::ros,loc::new york,per::ros,7
loc::nh|mention::realdonaldtrump,loc::nh,mention::realdonaldtrump,7
loc::norfolk|topic::media_communications,loc::norfolk,topic::media_communications,7
loc::normandy|topic::defense_military_veterans,loc::normandy,topic::defense_military_veterans,7
loc::north carolina|loc::u. s,loc::north carolina,loc::u. s,7
loc::north carolina|loc::white house,loc::north carolina,loc::white house,7
loc::north carolina|per::joe biden,loc::north carolina,per::joe biden,7
loc::north carolina|per::michael whatley,loc::north carolina,per::michael whatley,7
loc::north korea|org::f,loc::north korea,org::f,7
loc::ohio|loc::springfield,loc::ohio,loc::springfield,7
loc::ohio|loc::toledo,loc::ohio,loc::toledo,7
loc::ohio|org::maga,loc::ohio,org::maga,7
loc::ohio|org::r,loc::ohio,org::r,7
loc::ohio|per::mike,loc::ohio,per::mike,7
loc::ohio|per::sich,loc::ohio,per::sich,7
loc::oklahoma|topic::health_public_health,loc::oklahoma,topic::health_public_health,7
loc::oklahoma|topic::law_justice_crime,loc::oklahoma,topic::law_justice_crime,7
loc::oval office|mention::whitehouse,loc::oval office,mention::whitehouse,7
loc::oval office|topic::elections_campaigns,loc::oval office,topic::elections_campaigns,7
loc::oval office|topic::immigration_border,loc::oval office,topic::immigration_border,7
loc::pacific ocean|topic::energy_environment,loc::pacific ocean,topic::energy_environment,7
loc::palm beach county|loc::trump international golf club,loc::palm beach county,loc::trump international golf club,7
loc::palm beach|loc::trump international golf club,loc::palm beach,loc::trump international golf club,7
loc::palm beach|per::let,loc::palm beach,per::let,7
loc::pa|loc::wi,loc::pa,loc::wi,7
loc::pennsylvania|loc::town hall,loc::pennsylvania,loc::town hall,7
loc::pennsylvania|org::b,loc::pennsylvania,org::b,7
loc::pennsylvania|org::congress,loc::pennsylvania,org::congress,7
loc::pennsylvania|org::pa,loc::pennsylvania,org::pa,7
loc::pennsylvania|org::rsb,loc::pennsylvania,org::rsb,7
loc::pennsylvania|per::c,loc::pennsylvania,per::c,7
loc::pittsburgh|topic::elections_campaigns,loc::pittsburgh,topic::elections_campaigns,7
loc::poland|topic::endorsements_appointments,loc::poland,topic::endorsements_appointments,7
loc::portland|mention::realdonaldtrump,loc::portland,mention::realdonaldtrump,7
loc::portland|org::federal government,loc::portland,org::federal government,7
loc::russia|loc::saudi arabia,loc::russia,loc::saudi arabia,7
loc::russia|mention::mzhemingway,loc::russia,mention::mzhemingway,7
loc::russia|org::unselect committee,loc::russia,org::unselect committee,7
loc::russia|per::co,loc::russia,per::co,7
loc::russia|per::xi,loc::russia,per::xi,7
loc::russia|topic::immigration_border,loc::russia,topic::immigration_border,7
loc::russia|topic::social_culture_education,loc::russia,topic::social_culture_education,7
loc::russi|org::a,loc::russi,org::a,7
loc::san francisco|per::kamala harris,loc::san francisco,per::kamala harris,7
loc::san francisco|per::nancy pelosi,loc::san francisco,per::nancy pelosi,7
loc::san francisco|topic::energy_environment,loc::san francisco,topic::energy_environment,7
loc::scotland|mention::david_cameron,loc::scotland,mention::david_cameron,7
loc::singapore|topic::media_communications,loc::singapore,topic::media_communications,7
loc::south carolina|mention::rsbn,loc::south carolina,mention::rsbn,7
loc::south carolina|org::america first,loc::south carolina,org::america first,7
loc::south carolina|per::mark burns,loc::south carolina,per::mark burns,7
loc::south carolina|per::nikki haley,loc::south carolina,per::nikki haley,7
loc::southern border|org::border patrol,loc::southern border,org::border patrol,7
loc::southern border|org::congress,loc::southern border,org::congress,7
loc::southern border|per::c,loc::southern border,per::c,7
loc::st. louis|topic::law_justice_crime,loc::st. louis,topic::law_justice_crime,7
loc::st. louis|topic::media_communications,loc::st. louis,topic::media_communications,7
loc::staten island|topic::media_communications,loc::staten island,topic::media_communications,7
loc::states|org::congress,loc::states,org::congress,7
loc::states|per::b,loc::states,per::b,7
loc::states|per::iden,loc::states,per::iden,7
loc::states|per::trump,loc::states,per::trump,7
loc::state|per::c,loc::state,per::c,7
loc::state|topic::energy_environment,loc::state,topic::energy_environment,7
loc::state|topic::health_public_health,loc::state,topic::health_public_health,7
