edge_id,source,target,total_count
loc::syria|per::trump,loc::syria,per::trump,7
loc::syria|topic::congress_governance,loc::syria,topic::congress_governance,7
loc::syria|topic::energy_environment,loc::syria,topic::energy_environment,7
loc::syria|topic::immigration_border,loc::syria,topic::immigration_border,7
loc::s|per::b,loc::s,per::b,7
loc::taiwan|topic::foreign_policy_diplomacy,loc::taiwan,topic::foreign_policy_diplomacy,7
loc::taiwan|topic::media_communications,loc::taiwan,topic::media_communications,7
loc::tehran|topic::foreign_policy_diplomacy,loc::tehran,topic::foreign_policy_diplomacy,7
loc::texas|loc::united states,loc::texas,loc::united states,7
loc::texas|mention::realamericasvoice,loc::texas,mention::realamericasvoice,7
loc::texas|org::champion american energy,loc::texas,org::champion american energy,7
loc::toronto|mention::trumptoronto,loc::toronto,mention::trumptoronto,7
loc::trump park avenue|topic::media_communications,loc::trump park avenue,topic::media_communications,7
loc::trump|mention::trump_charlotte,loc::trump,mention::trump_charlotte,7
loc::tulsa|topic::media_communications,loc::tulsa,topic::media_communications,7
loc::tx|topic::health_public_health,loc::tx,topic::health_public_health,7
loc::u. s. a|topic::health_public_health,loc::u. s. a,topic::health_public_health,7
loc::u. s|loc::united kingdom,loc::u. s,loc::united kingdom,7
loc::u. s|loc::wisconsin,loc::u. s,loc::wisconsin,7
loc::u. s|mention::foxnews,loc::u. s,mention::foxnews,7
loc::u. s|mention::secpompeo,loc::u. s,mention::secpompeo,7
loc::u. s|org::a,loc::u. s,org::a,7
loc::u. s|org::fed,loc::u. s,org::fed,7
loc::u. s|org::ford,loc::u. s,org::ford,7
loc::u. s|org::nafta,loc::u. s,org::nafta,7
loc::u. s|org::national security,loc::u. s,org::national security,7
loc::u. s|per::hillary clinton,loc::u. s,per::hillary clinton,7
loc::u. s|per::l,loc::u. s,per::l,7
loc::u. s|per::rook,loc::u. s,per::rook,7
loc::uae|per::trump,loc::uae,per::trump,7
loc::ukraine|per::adam schiff,loc::ukraine,per::adam schiff,7
loc::ukraine|per::hunter biden,loc::ukraine,per::hunter biden,7
loc::ukraine|per::vladimir putin,loc::ukraine,per::vladimir putin,7
loc::uk|topic::health_public_health,loc::uk,topic::health_public_health,7
loc::united arab emirates|topic::media_communications,loc::united arab emirates,topic::media_communications,7
loc::united states of america|org::congress,loc::united states of america,org::congress,7
loc::united states of america|org::supreme court,loc::united states of america,org::supreme court,7
loc::united states of america|per::donald j. trump,loc::united states of america,per::donald j. trump,7
loc::united states of america|per::god,loc::united states of america,per::god,7
loc::united states of america|per::kamal,loc::united states of america,per::kamal,7
loc::united states|mention::foxnews,loc::united states,mention::foxnews,7
loc::united states|org::a,loc::united states,org::a,7
loc::united states|org::al,loc::united states,org::al,7
loc::united states|org::h,loc::united states,org::h,7
loc::united states|org::national security,loc::united states,org::national security,7
loc::united states|org::r,loc::united states,org::r,7
loc::united states|per::god,loc::united states,per::god,7
loc::usa|mention::foxandfriends,loc::usa,mention::foxandfriends,7
loc::usa|org::b,loc::usa,org::b,7
loc::usa|org::congress,loc::usa,org::congress,7
loc::usa|org::foxnews,loc::usa,org::foxnews,7
loc::usa|org::republican party,loc::usa,org::republican party,7
loc::ussi|topic::foreign_policy_diplomacy,loc::ussi,topic::foreign_policy_diplomacy,7
loc::us|org::b,loc::us,org::b,7
loc::u|topic::endorsements_appointments,loc::u,topic::endorsements_appointments,7
loc::u|topic::energy_environment,loc::u,topic::energy_environment,7
loc::u|topic::health_public_health,loc::u,topic::health_public_health,7
loc::vancouver|mention::realdonaldtrump,loc::vancouver,mention::realdonaldtrump,7
loc::virginia|org::america first,loc::virginia,org::america first,7
loc::virginia|org::congress,loc::virginia,org::congress,7
loc::virginia|per::joe biden,loc::virginia,per::joe biden,7
loc::virginia|per::john mcguire,loc::virginia,per::john mcguire,7
loc::walter reed medical center|topic::health_public_health,loc::walter reed medical center,topic::health_public_health,7
loc::washington state|topic::congress_governance,loc::washington state,topic::congress_governance,7
loc::washington swamp|topic::elections_campaigns,loc::washington swamp,topic::elections_campaigns,7
"loc::washington, d. c|per::c","loc::washington, d. c",per::c,7
"loc::washington, d. c|per::joe biden","loc::washington, d. c",per::joe biden,7
loc::washington|org::vanity fair,loc::washington,org::vanity fair,7
loc::washington|per::iden,loc::washington,per::iden,7
loc::washington|per::jean carroll,loc::washington,per::jean carroll,7
loc::waterloo|mention::rsbn,loc::waterloo,mention::rsbn,7
loc::waterloo|per::trump,loc::waterloo,per::trump,7
loc::white house|mention::foxandfriends,loc::white house,mention::foxandfriends,7
loc::white house|mention::foxnews,loc::white house,mention::foxnews,7
loc::white house|mention::kayleighmcenany,loc::white house,mention::kayleighmcenany,7
loc::white house|org::cnn,loc::white house,org::cnn,7
loc::white house|per::donald j,loc::white house,per::donald j,7
loc::white house|per::p,loc::white house,per::p,7
loc::whitehouse|mention::realdonaldtrump,loc::whitehouse,mention::realdonaldtrump,7
loc::whiteh|topic::media_communications,loc::whiteh,topic::media_communications,7
loc::wisconsin|mention::scottwalker,loc::wisconsin,mention::scottwalker,7
loc::wisconsin|org::supreme court,loc::wisconsin,org::supreme court,7
loc::wisconsin|per::robin vos,loc::wisconsin,per::robin vos,7
loc::wyoming|topic::defense_military_veterans,loc::wyoming,topic::defense_military_veterans,7
loc::wyoming|topic::energy_environment,loc::wyoming,topic::energy_environment,7
loc::york|org::a,loc::york,org::a,7
loc::z|topic::elections_campaigns,loc::z,topic::elections_campaigns,7
mention::60minutes|mention::realdonaldtrump,mention::60minutes,mention::realdonaldtrump,7
mention::abcpolitics|topic::media_communications,mention::abcpolitics,topic::media_communications,7
mention::abc|mention::gstephanopoulos,mention::abc,mention::gstephanopoulos,7
mention::alandersh|topic::congress_governance,mention::alandersh,topic::congress_governance,7
mention::alwaysactions|topic::media_communications,mention::alwaysactions,topic::media_communications,7
mention::americanewsroom|topic::media_communications,mention::americanewsroom,topic::media_communications,7
mention::andersoncooper|mention::cnn,mention::andersoncooper,mention::cnn,7
mention::andrewcmccarthy|topic::energy_environment,mention::andrewcmccarthy,topic::energy_environment,7
mention::andrewpollackfl|topic::media_communications,mention::andrewpollackfl,topic::media_communications,7
mention::anthonyweiner|topic::media_communications,mention::anthonyweiner,topic::media_communications,7
mention::aplemonlemon|mention::realdonaldtrump,mention::aplemonlemon,mention::realdonaldtrump,7
mention::apprenticenbc|mention::melaniatrump,mention::apprenticenbc,mention::melaniatrump,7
mention::apprenticenbc|mention::omarosa,mention::apprenticenbc,mention::omarosa,7
mention::apprenticenbc|mention::realgilbert,mention::apprenticenbc,mention::realgilbert,7
mention::apprenticenbc|mention::stephenbaldwin7,mention::apprenticenbc,mention::stephenbaldwin7,7
mention::apprenticenbc|mention::thegarybusey,mention::apprenticenbc,mention::thegarybusey,7
mention::apprenticenbc|per::joan rivers,mention::apprenticenbc,per::joan rivers,7
mention::backontrackusa|topic::foreign_policy_diplomacy,mention::backontrackusa,topic::foreign_policy_diplomacy,7
mention::barackobama|org::opec,mention::barackobama,org::opec,7
mention::barackobama|org::ttromney,mention::barackobama,org::ttromney,7
mention::barackobama|per::ma,mention::barackobama,per::ma,7
mention::barackobama|topic::economy_trade_taxes,mention::barackobama,topic::economy_trade_taxes,7
mention::bbcnews|topic::media_communications,mention::bbcnews,topic::media_communications,7
mention::bdean1468|topic::media_communications,mention::bdean1468,topic::media_communications,7
mention::belllabooo13|per::god,mention::belllabooo13,per::god,7
mention::bestbergerever|topic::media_communications,mention::bestbergerever,topic::media_communications,7
mention::bfraser747|topic::media_communications,mention::bfraser747,topic::media_communications,7
mention::billclinton|topic::media_communications,mention::billclinton,topic::media_communications,7
mention::billkristol|topic::media_communications,mention::billkristol,topic::media_communications,7
mention::billmaher|org::hbo,mention::billmaher,org::hbo,7
mention::brandenroderick|topic::media_communications,mention::brandenroderick,topic::media_communications,7
mention::brandiglanville|mention::geraldorivera,mention::brandiglanville,mention::geraldorivera,7
mention::brandiglanville|mention::nbc,mention::brandiglanville,mention::nbc,7
mention::brandiglanville|per::ig,mention::brandiglanville,per::ig,7
mention::breitbartnews|topic::congress_governance,mention::breitbartnews,topic::congress_governance,7
mention::breitbartnews|topic::energy_environment,mention::breitbartnews,topic::energy_environment,7
mention::breitbartnews|topic::foreign_policy_diplomacy,mention::breitbartnews,topic::foreign_policy_diplomacy,7
mention::bretmichaels|mention::celebapprentice,mention::bretmichaels,mention::celebapprentice,7
mention::bretmichaels|topic::endorsements_appointments,mention::bretmichaels,topic::endorsements_appointments,7
mention::briankempga|per::k,mention::briankempga,per::k,7
mention::byronyork|mention::cbsnews,mention::byronyork,mention::cbsnews,7
mention::byronyork|mention::cnn,mention::byronyork,mention::cnn,7
mention::byronyork|org::cbsnews,mention::byronyork,org::cbsnews,7
mention::cbsnews|mention::realdonaldtrump,mention::cbsnews,mention::realdonaldtrump,7
mention::cbsnews|org::byronyork,mention::cbsnews,org::byronyork,7
mention::cbsnews|org::cnn,mention::cbsnews,org::cnn,7
mention::celebapprentice|mention::nbc,mention::celebapprentice,mention::nbc,7
mention::celebapprentice|org::ice,mention::celebapprentice,org::ice,7
mention::celebapprentice|org::nbc,mention::celebapprentice,org::nbc,7
mention::celebapprentice|per::tracea,mention::celebapprentice,per::tracea,7
mention::charliekirk11|topic::endorsements_appointments,mention::charliekirk11,topic::endorsements_appointments,7
mention::chris_r_2014|mention::realdonaldtrump,mention::chris_r_2014,mention::realdonaldtrump,7
mention::chris_r_2014|topic::media_communications,mention::chris_r_2014,topic::media_communications,7
mention::chuckgrassley|per::chuck,mention::chuckgrassley,per::chuck,7
mention::cnbc|mention::realdonaldtrump,mention::cnbc,mention::realdonaldtrump,7
mention::cnn|org::byronyork,mention::cnn,org::byronyork,7
mention::cnn|per::donald,mention::cnn,per::donald,7
mention::congressmanhice|topic::media_communications,mention::congressmanhice,topic::media_communications,7
mention::cpac|topic::media_communications,mention::cpac,topic::media_communications,7
mention::cspan|mention::realdonaldtrump,mention::cspan,mention::realdonaldtrump,7
mention::cspan|topic::health_public_health,mention::cspan,topic::health_public_health,7
mention::dailycaller|per::donald trump,mention::dailycaller,per::donald trump,7
mention::dailycaller|per::trump,mention::dailycaller,per::trump,7
mention::dailycaller|topic::congress_governance,mention::dailycaller,topic::congress_governance,7
mention::dailycaller|topic::elections_campaigns,mention::dailycaller,topic::elections_campaigns,7
mention::dakine17|topic::media_communications,mention::dakine17,topic::media_communications,7
mention::david_bossie|per::david,mention::david_bossie,per::david,7
mention::david_bossie|topic::media_communications,mention::david_bossie,topic::media_communications,7
mention::davidjharrisjr|topic::health_public_health,mention::davidjharrisjr,topic::health_public_health,7
mention::dbongino|topic::defense_military_veterans,mention::dbongino,topic::defense_military_veterans,7
mention::dcexaminer|mention::realdonaldtrump,mention::dcexaminer,mention::realdonaldtrump,7
mention::dcfoodsafety|per::trump,mention::dcfoodsafety,per::trump,7
mention::deptofdefense|topic::media_communications,mention::deptofdefense,topic::media_communications,7
mention::devinnunes|mention::foxnews,mention::devinnunes,mention::foxnews,7
mention::dhsgov|org::dhs,mention::dhsgov,org::dhs,7
mention::dhsgov|topic::congress_governance,mention::dhsgov,topic::congress_governance,7
mention::dhsgov|topic::law_justice_crime,mention::dhsgov,topic::law_justice_crime,7
mention::dmregister|per::trump,mention::dmregister,per::trump,7
mention::dnorrell|mention::realdonaldtrump,mention::dnorrell,mention::realdonaldtrump,7
mention::donaldjtrumpjr|per::joe biden,mention::donaldjtrumpjr,per::joe biden,7
mention::donaldjtrumpjr|topic::foreign_policy_diplomacy,mention::donaldjtrumpjr,topic::foreign_policy_diplomacy,7
mention::donaldjtrumpjr|topic::social_culture_education,mention::donaldjtrumpjr,topic::social_culture_education,7
mention::dougducey|topic::media_communications,mention::dougducey,topic::media_communications,7
mention::drudge_report|mention::realdonaldtrump,mention::drudge_report,mention::realdonaldtrump,7
mention::drudge_report|topic::elections_campaigns,mention::drudge_report,topic::elections_campaigns,7
mention::eddierispone|per::john bel edwards,mention::eddierispone,per::john bel edwards,7
mention::elisestefanik|topic::congress_governance,mention::elisestefanik,topic::congress_governance,7
mention::elisestefanik|topic::health_public_health,mention::elisestefanik,topic::health_public_health,7
mention::ericbolling|topic::endorsements_appointments,mention::ericbolling,topic::endorsements_appointments,7
mention::erictrump|mention::laraleatrump,mention::erictrump,mention::laraleatrump,7
mention::erictrump|per::trump,mention::erictrump,per::trump,7
mention::ewerickson|per::w,mention::ewerickson,per::w,7
mention::facethenation|mention::jdickerson,mention::facethenation,mention::jdickerson,7
mention::fbi|topic::law_justice_crime,mention::fbi,topic::law_justice_crime,7
mention::foxandfriends|org::congress,mention::foxandfriends,org::congress,7
mention::foxandfriends|per::god,mention::foxandfriends,per::god,7
mention::foxandfriends|per::mark levin,mention::foxandfriends,per::mark levin,7
mention::foxnews|mention::gop,mention::foxnews,mention::gop,7
mention::foxnews|mention::kerrygold1914,mention::foxnews,mention::kerrygold1914,7
mention::foxnews|mention::newsmax,mention::foxnews,mention::newsmax,7
mention::foxnews|org::fox news,mention::foxnews,org::fox news,7
mention::foxnews|per::bush,mention::foxnews,per::bush,7
